company,projectName,location,country,industry,region,type,services,date,completed,description,lat,lng
Dharti Dredging and Infrastructure Ltd.,Pipeline Trench Survey and Soil and Water Sampling at Yanam,"Kakinada, Andhra Pradesh",India,Engineering & Construction,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys; Shallow & Deep Water Oceanography,01-10-2012,Completed in October 2012,Pipeline Trench Survey and Soil and Water Sampling at Yanam (Completed in October 2012),16.9891,82.2475
Boskalis Dredging India Pvt. Ltd.,Multibeam Survey in JNPT and MBPT Channel,"JNPT, Navi Mumbai",India,Engineering & Construction,Asia,Bathymetry Survey,Bathymetry Survey,01-09-2012,Completed in September 2012,Multibeam Survey in JNPT and MBPT Channel (Completed in September 2012),18.9499,72.9512
Hiranandani Gas Company Pvt. Ltd.,Desk Top Study and Bathymetry Survey,"South Pars, Iran",Iran,Oil & Gas,Middle East,Desktop Study for Offshore Projects,Desktop Study for Offshore Projects; Bathymetry Survey,01-07-2012,Completed in October 2012,Desk Top Study and Bathymetry Survey (Completed in October 2012),26.5,52.0
"Indian Oil Corporation Ltd., Jamnagar",Free Span Survey of 12 inch Dia AHPL across Narmada River crossing,"Jamnagar, Gujarat",India,Oil & Gas,Asia,Cathodic Protection (CP) Survey,Cathodic Protection (CP) Survey,01-06-2012,Completed in June 2012,Free Span Survey of 12 inch Dia AHPL across Narmada River crossing (Completed in June 2012),22.4707,70.0577
Dharti Dredging and Infrastructure Ltd.,Post back fill survey of trenched IOCL pipeline at Paradip,"Paradip, Odisha",India,Engineering & Construction,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys,01-06-2012,Completed in June 2012,Post back fill survey of trenched IOCL pipeline at Paradip (Completed in June 2012),20.2648,86.6947
Sealord Diving & Salvage Pvt. Ltd.,Container Search Survey at JNPT,"JNPT, Navi Mumbai",India,"Marine Salvage, Diving & Shipping",Asia,Geophysical Survey,Geophysical Survey,01-05-2012,Completed in May 2012,Container Search Survey at JNPT (Completed in May 2012),18.9499,72.9512
Senes Consultants India Pvt. Ltd.,"Marine Water Sampling off Jakhau, Gujarat","Jakhau, Gujarat",India,Engineering & Construction,Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography,01-05-2012,Completed in May 2012,"Marine Water Sampling off Jakhau, Gujarat (Completed in May 2012)",23.2167,68.7167
WAPCOS Ltd.,Bathymetry and Sub-bottom profiling survey at Navabandar Fisheries Harbour,"Navabandar, Gujarat",India,"Government, Defence & Public Sector",Asia,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-04-2012,Completed in April 2012,Bathymetry and Sub-bottom profiling survey at Navabandar Fisheries Harbour (Completed in April 2012),20.9,71.5
Suzlon Energy Ltd.,Seabed Engineering and Oceanographic Investigations off Navlakhi,"Navlakhi, Gujarat",India,Power & Renewables,Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography,01-03-2012,Completed in April 2012,Seabed Engineering and Oceanographic Investigations off Navlakhi (Completed in April 2012),22.956,70.4525
"Indian Oil Corporation Ltd., Jamnagar","Offshore Pipeline Survey at WRPL, Vadinar","Vadinar, Gujarat",India,Oil & Gas,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys,01-03-2012,Completed in April 2012,"Offshore Pipeline Survey at WRPL, Vadinar (Completed in April 2012)",22.4886,69.7047
Aqua Echo-Tech Industries,Bathymetry Survey in Angul (Orissa),"Angul, Odisha",India,Industrial & Materials,Asia,Bathymetry Survey,Bathymetry Survey,01-01-2012,Completed in January 2012,Bathymetry Survey in Angul (Orissa) (Completed in January 2012),20.84,85.1018
Timblo Shipyards,Bathymetry Survey in Dabhol,"Dabhol, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-01-2012,Completed in January 2012,Bathymetry Survey in Dabhol (Completed in January 2012),17.5851,73.1802
"Godrej Industries Ltd., Mumbai","Multibeam Bathymetry Survey for development of Marina, off Chowpatty, Mumbai covering an area of 10sq.km","Mumbai, Maharashtra",India,Industrial & Materials,Asia,Bathymetry Survey,Bathymetry Survey,01-04-2010,Completed in May 2010,"Multibeam Bathymetry Survey for development of Marina, off Chowpatty, Mumbai covering an area of 10sq.km (Completed in May 2010)",19.076,72.8777
"WesternGeco, Navi Mumbai","Scouting Survey (DGPS) off Porbunder, West Coast of India covering an area of 40sq.km","Mumbai, Maharashtra",India,Oil & Gas,Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-04-2010,Completed in May 2010,"Scouting Survey (DGPS) off Porbunder, West Coast of India covering an area of 40sq.km (Completed in May 2010)",19.076,72.8777
"WesternGeco, Navi Mumbai","Stake Net Scouting Survey (DGPS) off Pipavav, West Coast of India covering an area of 50sq.km","Mumbai, Maharashtra",India,Oil & Gas,Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-11-2009,Completed in March 2010,"Stake Net Scouting Survey (DGPS) off Pipavav, West Coast of India covering an area of 50sq.km (Completed in March 2010)",19.076,72.8777
"Dunnimaa Divers, Navi Mumbai",DGPS positioning survey for MHN- H Pipeline and Modification Project,"Mumbai, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys; Wide Area Positioning Services,01-11-2009,Completed in January 2010,DGPS positioning survey for MHN- H Pipeline and Modification Project (Completed in January 2010),19.076,72.8777
"Dunnimaa Divers, Navi Mumbai",DGPS Positioning survey for BBBLRP Phase II,"Mumbai, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-11-2009,Completed in January 2010,DGPS Positioning survey for BBBLRP Phase II (Completed in January 2010),19.076,72.8777
"SSS Electricals India Pvt. Ltd., Mumbai",CP survey of Bay Pipeline of ONGC,"Mumbai, Maharashtra",India,Engineering & Construction,Asia,Cathodic Protection (CP) Survey,Cathodic Protection (CP) Survey; Offshore Platform Site & Pipeline Route Surveys,01-10-2009,Completed in November 2009,CP survey of Bay Pipeline of ONGC (Completed in November 2009),19.076,72.8777
M/s. Bharti Airtel,"Cable Route Survey off Mumbai(EIG & I-ME-WE) using Single & Multibeam Echo sounder, DGPS, Side Scan Sonar &...","Mumbai, Maharashtra",India,Telecom Operators & Cable Owners,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Wide Area Positioning Services; Geophysical Survey,01-09-2009,Completed in October 2009,"Cable Route Survey off Mumbai(EIG & I-ME-WE) using Single & Multibeam Echo sounder, DGPS, Side Scan Sonar & Sub- bottom Profiler covering an area of 1500sq.km (Completed in October 2009)",19.076,72.8777
"South Oil Company Iraq / MUSC, UK","Survey in Iraqi Waters (Persian Gulf) using Multibeam Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profi...",Iraq,Iraq,"Government, Defence & Public Sector",Middle East,Wide Area Positioning Services,Wide Area Positioning Services; Geophysical Survey; Bathymetry Survey,01-02-2009,Completed in October 2009,"Survey in Iraqi Waters (Persian Gulf) using Multibeam Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profiler, Gradiometer covering an area of 170sq.km (Completed in October 2009)",29.9772,48.4724
Mangalore Refinery & Petrochemicals Ltd. / Consulting Engg. Services,"Bathymetry, Geophysical & Oceanographic Survey for SPM facilities off Mangalore Coast covering an area of 2...",India,India,Oil & Gas,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys; Shallow & Deep Water Oceanography; Geophysical Survey,01-02-2009,Completed in March 2009,"Bathymetry, Geophysical & Oceanographic Survey for SPM facilities off Mangalore Coast covering an area of 20sq.km (Completed in March 2009)",19.076,72.8777
"Good Earth Maritime Ltd., Chennai",Bathymetric Survey in Kori Creek covering an area of 70sq.km,"Chennai, Tamil Nadu",India,"Marine Salvage, Diving & Shipping",Asia,Bathymetry Survey,Bathymetry Survey,01-02-2009,Completed in March 2009,Bathymetric Survey in Kori Creek covering an area of 70sq.km (Completed in March 2009),13.0827,80.2707
"WesternGeco, Navi Mumbai",Bathymetry Survey off Kakinada covering an area of 70sq.km,"Kakinada, Andhra Pradesh",India,Oil & Gas,Asia,Bathymetry Survey,Bathymetry Survey,01-02-2009,Completed in March 2009,Bathymetry Survey off Kakinada covering an area of 70sq.km (Completed in March 2009),16.9891,82.2475
"Adani Power Dahej (Ltd), Ahmedabad",Current Monitoring in Narmada river Dahej,"Dahej, Gujarat",India,Power & Renewables,Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography,01-01-2009,Completed in January 2009,Current Monitoring in Narmada river Dahej (Completed in January 2009),21.7,72.57
EGS(Asia)/Tyco,Desk Top Study at Fujairah/Kalba for EIG cable system,"Fujairah, UAE",UAE,Telecom Operators & Cable Owners,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Desktop Study for Offshore Projects,01-12-2008,Completed in December 2008,Desk Top Study at Fujairah/Kalba for EIG cable system (Completed in December 2008),25.1288,56.3265
"Punj Lloyd Ltd, Mumbai","As-laid pipeline crossing Survey for Heera Redevelopment Project using Echo sounder, DGPS, Side Scan Sonar,...",Mumbai High Offshore,India,Engineering & Construction,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys; Wide Area Positioning Services; Geophysical Survey,01-12-2008,Completed in January 2009,"As-laid pipeline crossing Survey for Heera Redevelopment Project using Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profiler covering an area of 60sq.km (Completed in January 2009)",19.3,71.3
Airtel/TATA,Bathymetric and Geophysical Cable Route Survey off Mumbai(EIG/I- ME-WE),"Mumbai, Maharashtra",India,Telecom Operators & Cable Owners,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Geophysical Survey; Bathymetry Survey,01-10-2008,Completed in January 2009,Bathymetric and Geophysical Cable Route Survey off Mumbai(EIG/I- ME-WE) (Completed in January 2009),19.076,72.8777
"Punj Lloyd Ltd, Mumbai",Weather Forecast Services,"Mumbai, Maharashtra",India,Engineering & Construction,Asia,Weather Forecasting Services,Weather Forecasting Services,01-09-2008,Completed in December 2008,Weather Forecast Services (Completed in December 2008),19.076,72.8777
E-Marine UAE,Cable Route Survey off Abu Dhabi,"Abu Dhabi, UAE",UAE,Submarine Cable Contractors,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-09-2008,Completed in September 2008,Cable Route Survey off Abu Dhabi (Completed in September 2008),24.4539,54.3773
E-Marine UAE,DGPS Positioning of Cable laying,UAE,UAE,Submarine Cable Contractors,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Wide Area Positioning Services,01-08-2008,Completed in September 2008,DGPS Positioning of Cable laying (Completed in September 2008),25.2048,55.2708
"Du, Dubai",Desk Top Study for Cable Landing in Fujairah for EIG cable system,"Fujairah, UAE",UAE,Telecom Operators & Cable Owners,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Desktop Study for Offshore Projects,01-08-2008,Completed in August 2008,Desk Top Study for Cable Landing in Fujairah for EIG cable system (Completed in August 2008),25.1288,56.3265
"Good Earth Shipbuilding Pvt. Ltd., Chennai","Bathymetric Survey off Porto Novo, Cuddalore","Cuddalore, Tamil Nadu",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-07-2008,Completed in July 2008.,"Bathymetric Survey off Porto Novo, Cuddalore (Completed in July 2008.)",11.748,79.7714
"E-marine, UAE",Cable Route Survey off Abu Dhabi,"Abu Dhabi, UAE",UAE,Submarine Cable Contractors,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-06-2008,Completed in June 2008,Cable Route Survey off Abu Dhabi (Completed in June 2008),24.4539,54.3773
"Leighton, Jamnagar","Pre-Construction Survey For Bina Refinery Project using Multibeam Echo sounder, DGPS, Side Scan Sonar, Sub-...","Vadinar, Gujarat",India,Engineering & Construction,Asia,Wide Area Positioning Services,Wide Area Positioning Services; Geophysical Survey; Bathymetry Survey,01-06-2008,Completed in June 2008,"Pre-Construction Survey For Bina Refinery Project using Multibeam Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profiler (Completed in June 2008)",22.4886,69.7047
E-Marine UAE,Pre-recovery cable route survey off Mumbai for M/s. Tata Communications Ltd.,"Mumbai, Maharashtra",India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-05-2008,Completed in May 2008,Pre-recovery cable route survey off Mumbai for M/s. Tata Communications Ltd. (Completed in May 2008),19.076,72.8777
"Essar Oil Ltd, Salaya",Bathymetric and Geo-physical survey at Salaya inner channel along the navigational channel northward to Sal...,"Salaya, Gujarat",India,Oil & Gas,Asia,Bathymetry Survey,Bathymetry Survey,01-04-2008,Completed in April 2008,Bathymetric and Geo-physical survey at Salaya inner channel along the navigational channel northward to Salaya outer channel in Gulf of Kachch (Completed in April 2008),22.3116,69.6031
Mundra Port Special Economic Zone,"Bathymetric, Geophysical and Seismic Survey","Mundra, Gujarat",India,"Ports, Shipyards & Harbours",Asia,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-04-2008,Completed in April 2008,"Bathymetric, Geophysical and Seismic Survey (Completed in April 2008)",22.8394,69.7219
Western Geco International,Bathymetry and Scouting Survey at Vessel M V Emma,India,India,Oil & Gas,Asia,Wide Area Positioning Services,Wide Area Positioning Services; Bathymetry Survey,01-03-2008,Completed in April 2008,Bathymetry and Scouting Survey at Vessel M V Emma (Completed in April 2008),19.076,72.8777
Geostar Surveys,Multibeam Bathymetry survey at Ravva Field,"Kakinada, Andhra Pradesh",India,Survey & Geoscience Contractors,Asia,Bathymetry Survey,Bathymetry Survey,01-03-2008,Completed,Multibeam Bathymetry survey at Ravva Field (Completed),16.9891,82.2475
Prince Marine Transport Services Pvt Ltd,Bathymetric and Dredging Survey(volume calculation) at Jaigarh Port,"Jaigarh, Maharashtra",India,"Marine Salvage, Diving & Shipping",Asia,Bathymetry Survey,Bathymetry Survey,01-12-2007,Completed,Bathymetric and Dredging Survey(volume calculation) at Jaigarh Port (Completed),17.2932,73.2221
"Guru Gobind Singh Refineries Ltd., New Delhi","Bathymetric, Geophysical survey, Oceanographic Investigations and Marine Geotechnical Investigations off Mu...","Mundra, Gujarat",India,Oil & Gas,Asia,Geotechnical Services,Geotechnical Services; Shallow & Deep Water Oceanography; Geophysical Survey,01-11-2007,Completed in March 2008,"Bathymetric, Geophysical survey, Oceanographic Investigations and Marine Geotechnical Investigations off Mundra for Punjab Refinery Project. (Completed in March 2008)",22.8394,69.7219
"E-Marine, UAE",Cable route survey for Taweelah – Ghurab – Shahama FO Link off Persian Gulf,"Abu Dhabi, UAE",UAE,Submarine Cable Contractors,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-11-2007,Completed in March 2008,Cable route survey for Taweelah – Ghurab – Shahama FO Link off Persian Gulf (Completed in March 2008),24.7592,54.7267
"Tamil Nadu Water Investment Company Ltd., Chennai","Carrying out bathymetry survey and current observations off Thane creek, West Coast of India.","Chennai, Tamil Nadu",India,"Government, Defence & Public Sector",Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography; Bathymetry Survey,01-11-2007,Completed in January 2008,"Carrying out bathymetry survey and current observations off Thane creek, West Coast of India. (Completed in January 2008)",13.0827,80.2707
"E-Marine, UAE",Provided services of Surveyors to carry out cable route surveys for QG-2 Project off Persian Gulf.,UAE,UAE,Submarine Cable Contractors,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Consultancy for Offshore Projects,01-11-2007,Completed in March 2008,Provided services of Surveyors to carry out cable route surveys for QG-2 Project off Persian Gulf. (Completed in March 2008),25.2048,55.2708
EGS (Asia) Ltd.,"Provided services of surveyors, engineer and data processors to EGS (Asia) Ltd. for various survey activiti...",Singapore,Singapore,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-09-2007,Completed in November 2007,"Provided services of surveyors, engineer and data processors to EGS (Asia) Ltd. for various survey activities off Philippines, Singapore and Indonesia on board their various vessels. (Completed in November 2007)",1.3521,103.8198
"E-Marine, UAE","Carried out 960 km long Cable route surveys in Persian Gulf using Multibeam Echo sounder, DGPS, Side Scan S...",UAE,UAE,Submarine Cable Contractors,Middle East,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Wide Area Positioning Services; Geophysical Survey,01-09-2007,Completed in October 2007,"Carried out 960 km long Cable route surveys in Persian Gulf using Multibeam Echo sounder, DGPS, Side Scan Sonar, Sub-bottom Profiler (Completed in October 2007)",25.2048,55.2708
Shri Krishna Enterprises / Mumbai Port Trust,Bathymetric and Side Scan Sonar surveys at Mumbai Port Trust for locating lost object at Mumbai Port.,"Mumbai, Maharashtra",India,"Ports, Shipyards & Harbours",Asia,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-08-2007,Completed in August 2007,Bathymetric and Side Scan Sonar surveys at Mumbai Port Trust for locating lost object at Mumbai Port. (Completed in August 2007),19.076,72.8777
"Good Earth Ship Building Pvt. Ltd., Chennai","Carried out Bathymetry survey at Porto Nova, Tamil Nadu","Cuddalore, Tamil Nadu",India,"Ports, Shipyards & Harbours",Asia,Bathymetry Survey,Bathymetry Survey,01-06-2007,Completed in July 2007,"Carried out Bathymetry survey at Porto Nova, Tamil Nadu (Completed in July 2007)",11.748,79.7714
EGS Kazakhstan,Provisioning of technical personnel for MetOcean project,Kazakhstan (Caspian),Kazakhstan,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Shallow & Deep Water Oceanography,01-06-2007,Completed in July 2009.,Provisioning of technical personnel for MetOcean project (Completed in July 2009.),43.65,51.16
EGS (Asia) Ltd.,Provisioning of personnel for cable route survey project,India,India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys; Consultancy for Offshore Projects,01-05-2007,Completed in July 2007,Provisioning of personnel for cable route survey project (Completed in July 2007),19.076,72.8777
Dunimmaa Divers & Engineers,DGPS Positioning services for IOCL,India,India,"Marine Salvage, Diving & Shipping",Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-05-2007,Completed in,DGPS Positioning services for IOCL (Completed in),19.076,72.8777
EGS (Asia) Ltd.,Desk Top Study for the MTL project in West Coast of India,India,India,Submarine Cable Contractors,Asia,Desktop Study for Offshore Projects,Desktop Study for Offshore Projects,01-04-2007,Completed in April 2007,Desk Top Study for the MTL project in West Coast of India (Completed in April 2007),19.076,72.8777
"Oil & Natural Gas Corporation Ltd., Mumbai","Bathymetric, Geophysical and Oceanographic survey for Acquiring additional data for covering of exposure of...","Mumbai, Maharashtra",India,Oil & Gas,Asia,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys; Shallow & Deep Water Oceanography; Geophysical Survey,01-04-2007,Completed in November 2007,"Bathymetric, Geophysical and Oceanographic survey for Acquiring additional data for covering of exposure of 36” SBHT pipeline across Mindola River, Gujarat, West Coast of India (Completed in November 2007)",19.076,72.8777
EGS (Asia) Ltd.,Provisioning of personnel on board R.V. Ridley Thomas in Australia / USA,Australia,Australia,Submarine Cable Contractors,Oceania,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-03-2007,Completed in July 2007,Provisioning of personnel on board R.V. Ridley Thomas in Australia / USA (Completed in July 2007),-31.9505,115.8605
"Dolphin Offshore Enterprises India Ltd.,","Bathymetry survey at Nhava jetty, West Coast of India","JNPT, Navi Mumbai",India,Oil & Gas,Asia,Bathymetry Survey,Bathymetry Survey,01-03-2007,Completed in March 2007,"Bathymetry survey at Nhava jetty, West Coast of India (Completed in March 2007)",18.9499,72.9512
Punj Lloyd Ltd. / ONGC,"Pre-Engineering Geophysical surveys, Pre-Engineering Platform Survey by divers, Pre-Construction Anchor Cle...",Mumbai High Offshore,India,Oil & Gas,Asia,Cathodic Protection (CP) Survey,Cathodic Protection (CP) Survey; Offshore Platform Site & Pipeline Route Surveys; Geophysical Survey,01-03-2007,Completed in December 2007.,"Pre-Engineering Geophysical surveys, Pre-Engineering Platform Survey by divers, Pre-Construction Anchor Clearance Survey, Pre- Construction Riser Survey, Post- Construction / As Built Survey and Cathodic Protection (CP) Survey for Heera Re-Development Project of ONGC in West Coast of India. (Completed in December 2007.)",19.3,71.3
DBM Geotechnics & Constructions Pvt. Ltd.,"Bathymetry surveys at Jaffrabad, Gujarat, West Coast of India","Jafrabad, Gujarat",India,Engineering & Construction,Asia,Bathymetry Survey,Bathymetry Survey,01-03-2007,Completed in March 2007,"Bathymetry surveys at Jaffrabad, Gujarat, West Coast of India (Completed in March 2007)",20.87,71.37
Iranian Oil & Engineering Construction Company (IOEC),"Bathymetric, Geophysical / Engineering survey for Phase 17 and 18 in North Persian Gulf using Multibeam Ech...",Persian Gulf,UAE,Oil & Gas,Middle East,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-12-2006,Completed in February 2007.,"Bathymetric, Geophysical / Engineering survey for Phase 17 and 18 in North Persian Gulf using Multibeam Echo sounder. (Completed in February 2007.)",26.5,52.5
Iranian Oil & Engineering Construction Company (IOEC),"Bathymetric, Geophysical / Engineering survey for Phase 15 and 16 in North Persian Gulf using Multibeam Ech...",Persian Gulf,UAE,Oil & Gas,Middle East,Geophysical Survey,Geophysical Survey; Bathymetry Survey,01-12-2006,Completed in February 2007.,"Bathymetric, Geophysical / Engineering survey for Phase 15 and 16 in North Persian Gulf using Multibeam Echo sounder. (Completed in February 2007.)",26.5,52.5
"Horizon Survey Company FZC, UAE.","Provided survey personnel and equipment for Geophysical / Engineering survey in Jamnagar, Gujarat, West Coa...","Jamnagar, Gujarat",India,Survey & Geoscience Contractors,Asia,Geophysical Survey,Geophysical Survey; Consultancy for Offshore Projects,01-11-2006,Completed in February 2007.,"Provided survey personnel and equipment for Geophysical / Engineering survey in Jamnagar, Gujarat, West Coast of India (Completed in February 2007.)",22.4707,70.0577
"Western Geco International Pvt. Ltd.,","Carried out Scouting Surveys off Mukta field, West Coast of India.",Mumbai High Offshore,India,Oil & Gas,Asia,Wide Area Positioning Services,Wide Area Positioning Services,01-10-2006,Completed in May 2007,"Carried out Scouting Surveys off Mukta field, West Coast of India. (Completed in May 2007)",19.3,71.3
EGS (Asia) Ltd.,"Cable route survey off Trivandrum, West Coast of India for FLAG/Alcatel","Vizhinjam, Kerala",India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-09-2006,Completed in October 2006,"Cable route survey off Trivandrum, West Coast of India for FLAG/Alcatel (Completed in October 2006)",8.3784,76.9905
National Iranian Oil Company / Iranian Offshore Engineering & Construction Company.,Geophysical / Engineering survey of pipeline route in South Pars field (Persian Gulf),Persian Gulf,UAE,Oil & Gas,Middle East,Offshore Platform Site & Pipeline Route Surveys,Offshore Platform Site & Pipeline Route Surveys; Geophysical Survey,01-08-2006,Completed in September 2006,Geophysical / Engineering survey of pipeline route in South Pars field (Persian Gulf) (Completed in September 2006),26.5,52.5
EGS (Asia) Ltd.,Cable route survey project off Sudan for FLAG/Alcatel,Port Sudan,Sudan,Submarine Cable Contractors,Africa,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-08-2006,Completed in August 2006,Cable route survey project off Sudan for FLAG/Alcatel (Completed in August 2006),19.6158,37.2164
EGS (Asia) Ltd.,"Cable route survey off Trivandrum, West Coast of India for FLAG/Alcatel","Vizhinjam, Kerala",India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-06-2006,Completed in July 2006,"Cable route survey off Trivandrum, West Coast of India for FLAG/Alcatel (Completed in July 2006)",8.3784,76.9905
EGS (Asia) Ltd.,"Cable route survey from Male to Hulumale, Hulumale to Trivandrum, Cha Bahar to Iran, Cha Bahar to BU, Sudan...","Vizhinjam, Kerala",India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-05-2006,Completed in May 2006,"Cable route survey from Male to Hulumale, Hulumale to Trivandrum, Cha Bahar to Iran, Cha Bahar to BU, Sudan Port to BU for FLAG/Alcatel. (Completed in May 2006)",8.3784,76.9905
VJM Resorts Pvt. Ltd.7(UB Group),"Hydrographic, Geophysical and Oceanographic surveys off Lakshadweep islands.",Lakshadweep Islands,India,Other,Asia,Shallow & Deep Water Oceanography,Shallow & Deep Water Oceanography; Geophysical Survey; Bathymetry Survey,01-04-2006,Project completed in April 2006,"Hydrographic, Geophysical and Oceanographic surveys off Lakshadweep islands. (Project completed in April 2006)",10.5667,72.6417
EGS (Asia) Ltd.,Cable route survey from Tuticorin to Sri Lanka for BSNL off South Coast of India,"Tuticorin, Tamil Nadu",India,Submarine Cable Contractors,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-03-2006,Project completed in March 2006,Cable route survey from Tuticorin to Sri Lanka for BSNL off South Coast of India (Project completed in March 2006),8.7642,78.1348
Amphibia Consultants Pvt. Ltd.,Provision of Survey Support for CANI project,Chennai - Andaman & Nicobar,India,Telecom Operators & Cable Owners,Asia,Submarine Cable Route Surveys,Submarine Cable Route Surveys,01-01-2019,Completed April 2019,Provision of Survey Support for CANI (Chennai - Andaman & Nicobar Islands) submarine cable project (Completed April 2019),13.0827,80.2707
